steming_data,Score,Sentiment
yaelah sih aplikasi banget log susah banget kayak telfon coba kemarin loh tutorial yt sih asa log mudah login banget hapus aja,1,Positif
woy get contol sih tagih bayar aplikasi uninstall stopmasak aplikasi copot tagih bayar laku asuuuu pulsa gue ribu hangus kontolll,-6,Negatif
mantap aplikasi ya kurang ya bayar berlanganan kartu kredit pilih pembayan,1,Positif
bagus sihtapi mohon tingkat cuman guna aplikasi lihat nama kontak orang semua kontak nama kontak,1,Positif
aplikasi uninstall hapus aplikasi pas install ulang login aplikasi maaf masuk karena bajak akun tolong baik,-6,Negatif
kecewa banget lihat tag kontak orang harus premiumgratis premium,2,Positif
bagus kesini buffering terus iklan dimna proses gagal,-1,Negatif
baharu notifikasi caller pop up muncul jadi aplikasi panggil getcontact default makan resource deh mas bambang pindah belah tunggu fix,-2,Negatif
kapitalis lihat tag langgan nih aplikasi kepake banget cek nomer kenal telepon eh paksa langgan blunder wkwk cuman gue malas buka semenjak paksa langgan eh orang uninstal niat pengin naikin hasil eh ngurangin hasil alhasil uninstal masal,2,Positif
apk susah suruh verivikasi nomor mulu fitur etik nomor ok gmail jelas doang,-1,Negatif
pencet coba gratis otomatis mati saldo kurang kali kecewa apk,1,Positif
install registrasi ketetangan capai limit waduhhhparah developer cari gara,-2,Negatif
ampas iklan hsekarang bayar tag nama bayar,-1,Negatif
aplikasi jelek banget download aplikasi inisekarang aplikasi ya bayar ecek nomer kenal kesini sesal mendownload aplikasi,-3,Negatif
apk susah verifikasi gagal nomor hapus iklan resah kecewa coba apk,-4,Negatif
getcontact sih daftarverifikasi no loading kmbli diupdate tidaksampe uninstal download samatolong baik,-1,Negatif
alami login kali coba google hasil gagal coba gmail hasil gagal mem verifikasi apk sampah,-2,Negatif
bagus banget kontak nama orang suka banget aplikasi inikalian download deh wortit banget penasarang nama sv kontak teman teman,2,Positif
akses panggil bayar bug panggil masuk tampil alhasil panggil jawab tolong diperbaikin bug,-3,Negatif
bagus bantu filter kontak indikasi masalah laku baik tingkat kualitas terimakasih inovator,2,Positif
kasih segitu yaasoal ya puasyang tahu nama kontak ya pakai apk ajakirain kontak ketauanternyata nggakalo tautolong tingkat kak,2,Positif
maaf kasih bintang app gambar ngelacak nomor kenal nomor simpan muncul mohon bantu app gambar mohon usul capek unduh eh mala maaf besar suka app nyata,-2,Negatif
isenk langgan gratis saldo gopay sedot dpnnya stop langgan ya susah sih pulsa potong pas butuh telepon kosong saldo pulsa please stop ya,1,Positif
aplikasi anjj langsung premium metode gratis gue pengin coba bagus beli premium metode gratis ya apk plisss sengaja bintang biar baca bust instal deh apk nyesal,1,Positif
aplikasi sampah formalitas doang cegah orang kena scam orang download banyak stalker apk sampah bisa asih info orang tuju sangkut,-5,Negatif
maaf ya brikan bintang ajaaku aku aplikasi bagus panggil nomor langsung mengatahui nama sih telpon pakai tarif sih,-1,Negatif
maaf kasih bintang kayak download guna ngegunain pakai premium kayak jujurly kecewa apk banyak promosi buang kuota kuota mahal say,-1,Negatif
login apk sulit wa bot ya merespon verifikasi hadehkenapa coba sulit langkah langkah tolong wa bot ya betulin verifikasi nya,3,Positif
bantu aplikasi sayang ling nomor cari,-2,Negatif
aplikasi penasaran notifikasi lihat kontak pas langgan kacau aplikasi,1,Positif
lacak simpan nomor telepon seseorangtp masuk salah nomor telepon cari sekaliapa nomor cari apl getcontact orang simpan nomer simpan apl getcontact orang tolong,-7,Negatif
lumayan lancak no tipu sok aku teman sodara ya baca kontak tipu pakai no beli kontak sia lacak,-1,Negatif
mes paket saldo dana ambiiillll apk ya uninstall ngambil saldo dana tolong kembali uang tolong developer hormat,6,Positif
bintang kirim kode verifikasi berkalikali coba sms penasaran banget coba,1,Positif
aplikasi barusan buka respon coba install ulang respon paksa unninstall bagus pakai,-1,Negatif
aplikasi lucu pikir untung mikiirin kenyam guna cerita better pindah truecaller sekaliaan iya sih lihat tag truecaller apk ngeblock pamggilan misterius gakaya gc cumaa menuhin ram,2,Positif
aplikasi bagus update buka ya stuck awal teks get contacts,-1,Negatif
uninstall apk pulsa potong upgrade premium tolong apk kapok n potong pulsa tutup akun n apk ya tolong bantu,-4,Negatif
aplikasi ya lumayan bagus sih sayang kagak cari wa get contact ngelacak nomor kagak masuk get contact mohon admin wa ya biar cari wa moga terima,-2,Negatif
pakai samsung buka aplikasi lag parah blank pakai tolong baik,-2,Negatif
aplikasi bantu sayang bayar kartu kredit gopay virtual account sukses team creator,1,Positif
bantu sekalikebetulan teman ambil pinjol bermasalahnah dikontaknyamaka salah orang telpon smsawal ganggu banget marketingserba salah terima nelpon user debt collectortapi indak lagitrims getcontact,-2,Negatif
premium lihat kontak paham sih nama cari profit kontak orang zaman gantung manfaat bye bye deh,-1,Negatif
parah aplikasi bagus jelek penggunapelanggan bayar pakai mobile banking coba admin baru sistem bayar pakai pulsa telkomsel pakai transfer mobile banking,-5,Negatif
aplikasi anehmasa verifikasiudah kali verifikasi gabisalewat telpon gabisalewat email gabisatolong ya baik aplikasi nyaman,-1,Negatif
tawar premium gratis eh pas panjang notifnya saldo gopay ku autodebet selamat ya,6,Positif
hapus fitur delete tag orang cek nomor scammer fitur delete tag user sembunyi fungsi guna,-3,Negatif
bagus sih fitur chat susah kirim foto video ayang min tolong baik ya oh iya tambah fitur stiker min seru kirim stiker wa,5,Positif
huhutolong getcontact duit premiumsaya lihat tag sayauntuk getcontactsaya orang gratisanjadi kasih premiumkalau preimumsaya kasih bintang bolehasal premium baru lagidan cari nomor kenaltidak cepat itukarena bayar dulusaran sih yajangan kasih premium ok saran lupa tonton ikat cinta ya sayang,3,Positif
cek nomor bayar sih iklan kecewa pakai moga hapus bayar cek nomor,-2,Negatif
kecewa login batas maksimum privikasi ya coba login tolong baik biar login butuh banget,-1,Negatif
getcontact cari solusi thd nomor sembunyi orang uang pakai nomor cari getcontact nomor valid hilang nomor sekian tawar produk uang pinjol dc dll,-1,Negatif
guna getcontact daftar kontak suami getcontact cari tau suruh mendownload apk,-2,Negatif
nih aplikasi sih pas download versi masuk login pakai akun google tulis verifikasi mohon tunggu coba download daftar tulis ku tunggu hari tulis mohon baik,-1,Negatif
apk ya bagus lihat nomer chat kenal lihat tag nomer nomer orang cuman kurang tag ya tampil lihat tag orang batas,4,Positif
developer get contactdri apk gua tau cewek gua nama sayang gua nama sayangkira ya nama gtumengsedihtp tau gua barukalo tambah asih tag ya puas pas ngelabraknya,-1,Negatif
pakai berbayardulu inibukannya mudah persulitbuat aplikasi pakai lagiberbayarkita aplikasi percaya aplikasi bagustapi,-2,Negatif
tag tampil gue tag asli beda gue notif tag nomer orang pas gue cek tag pas gue iseng lihat hp teman gue nomer tagnya tambah nih aplikasi gue nambahin tag hadeh,1,Positif
login langsung susah banget sih verifikasi suruh verifikasi jaring bagus nih sih apknya,1,Positif
senang banget download apk cuman penuh ruang hapus hapus aplikasi telp no hp kait spam aplikasi get contact ganggu guna no hp mohon admin aplikasi pokok tanggung yaaaaa,-6,Negatif
buruk memferifikasi nomer hp nyaba kali kode masuk atur izin aplikasi kode nomer hp masuk,-7,Negatif
bantu sukatp bantu tag simpan no cari daftar nyaapa tau orang mentag daftar orang carittp terimakasih,-2,Negatif
aplikasi bantu banget sisi privasi guna ancam nomor orang tau tag nama bahaya,-2,Negatif
parah sih bela bela download verifikasi aneh banget coba pakai no panggil masuk nomor aktif aduh mohon baik,-2,Negatif
aplikasi ya lumayan bagustapikenapa premium sihhsaya cuman ecek nama nama teman premium,2,Positif
kecewa aplikasi kasih premium gratis aplikasi panjang otomatis premium ambil langsung saldo saran download aplikasi curi,2,Positif
premium tag hapus tolong menu permanen hapus tag ya hp penguna hp penguna menu hapus history telp hapus connect kontak,-1,Negatif
iklan lihat tag kontak lihat bayar premium tuju download get contact lihat tag nomor buka download,4,Positif
akurat cari nama kontak nama kontak hp teman deteksi,-1,Negatif
aplikasi klaim bilang biar cek nama save nomor cari nomor orang lihat tipu tag ya disembunyiin milik nomor hadeh download guna hapus aja aplikasi,-1,Negatif
bagus trcantum nama kontak trsebut sesuai premium mahal diskok promo,4,Positif
lumayaan sih nih apk nama save orang smuaa kontak muncul ya orang gpnya getcont gadaa bikin kesal tuh batas cari ya,-1,Negatif
app iklan bilang nama kontak orang app ya adaharus langgan prettt uninstall sung,2,Positif
kasih fitur izin sih milik nomor cek nama kontak kontak tau simpan pakai nama nama alay nama kandung kontroversi tau kena imbas,-8,Negatif
apk ya sih suruh bayar pakai getcontact tau kayak tolong ya hilang gin bayar nya privasi ya suruh bayar kasihan orang bayar maksa apk aneh aneh banget,-1,Negatif
assalamualikum hai apk guna ku guna jka nomor kenal lgsng ku hps gmpng ya kadang orang aneh pesbuk kenal takut pakai apk kayak nya gmpng,4,Positif
dasar aplikasi freak unduh kali masuk tolong sih jaring bagus simpan full iklan bagus pas download ekspektasi banget,1,Positif
akurat sih yamisal sih abc hutang akilakishopiiadakamukreditsyahdu jatuh tempo otomatis telfon tsbdan save nmer sih abc tag penipukemudian sih instal nih app tagih hubung tsbotomatis nomor masuk tag tipu hp sih lebih bguscman tolong fitur pro tingkat,-1,Negatif
aplikasi aplikasi bohong data nama asli aplikasi arang nama sesuai nama cari aplikasi wort mending downld sesal apk mending cepat cepat uninstal biar data no wa tida retas,-7,Negatif
saldo kakak tarik bulanya terang zotlo getcontac istanbul tur hubung csnya layan chat respon balas cek google langgan langgan getcontac saldo kakak tarik bulanya,7,Positif
habis hapus get contact wa buka tekan logo kamera wa freezz hp bagus coba pakai data pakai wifi ding,-2,Negatif
uninstall aplikasi notif email langgan ambil pulsa menggunaknny aplikasi tipu,-3,Negatif
aplikasi bagus upgrade premium metode bayar go pay dana khusus kartu kredit orang visa,-1,Negatif
bantu harap batas cari nomor deteksi nomor limit entar ecek,-2,Negatif
sesuai realita iklan bilang ya tau orang kasih nama kontak tau nama kontak hp orang orang ya gua kecewa orang love kontak tambah nama gua special banget pls sesuai iklan,2,Positif
ya lumayan coba sih login susah bikin susah perhati gampang bacabuat coba login pakai akun google langsung no hp verifikasi simpel gampang gunain apk whatsapp telegram ya langsung pusing,2,Positif
susah log eror nge hang ujung ya get contact tanggap instal ulang susah log,-2,Negatif
bagus kasih bintang tag ya batas mohon getcontact batas penasaran orang nge save mohon bantu,-2,Negatif
aplikasi ya oke banget bantu banget hubung nomor telp kontak pribadi,3,Positif
apknya bagus lumayan kasih tau nama nama kontak anak kosan kayak gua bakaln rasai fitur premium gratis nih,-1,Negatif
verif email wa masuk indak pakai aplikasi stuck menu login,-2,Negatif
pesan teks suara teman pacar masuk kontak watsap terima kasih info sempurna taruh bintang ya masalah,-1,Negatif
wow apk bagus banget nomor disave nama tau nomor orang save wow sumpah keren banget banget bangeeeeet sukses ya dukung bintang i love getcontactterus baik apk yaaku tunggu fitur tambah pas update ya,8,Positif
aplikasi suruh bayar pulsa pulsa baca pas langgan premium pulsa,-2,Negatif
aplikasi sngat bagus orgorg puas bayar mmperjelek nama aplikasi runut mlbihi btas standar apk sngat bagus cpat thank you for my application has really helped me,-1,Negatif
tipu getcontakct informasi nomor orang sayang hasil cari milik nomor tolak tampil getcontact gawat inisemua nomor tipu tahu keburu ya getcontact jelek,-2,Negatif
aplikasi bantu temu contact daftar moga hadir fitu istimewa,1,Positif
bagus sih cuman sempat ya dikit nge lihat ya pliss baru pas ya tinggal sempat jam ngisi seengak ya gituok,5,Positif
aplikasi jls banget login makek bisamakek nomer telvon bisakalo bikin aplikasi bagus dongjangan cuman iklan ya doang bagus nyata ya jlktolong baik ya develover moga depan ya bagus,4,Positif
apk ya buruk banget login susah batas maksimum banget pakai aman susah banget cek tagar garys premium,-1,Negatif
buka apk tunggu ya banget sih tunggu loadingnya sinyal bagus daftar nomor wa tulis dah tulisanya sah sebel mending uninstal,1,Positif
nomor masuk nomor verifikasi beda login hadeh kayak layak keluar nih aplikasi,-6,Negatif
manfaat tipu jual online saran cari barang takut tipu sila lacak nomor aplikasi bagus banget deh rekomen banget pokok,2,Positif
astagfirullah pikir aplikasi bantu kena tipu orang kasih tag komentar tipu tag hapus kontak komentar open bo terima kerja cemar nama bilang aplikasi aman privacy,-4,Negatif
aplikasi ya bagus cek nomer scammer tulis ya premium bayar aduh kayak ogah,-1,Negatif
ah apk ribet banget masuk suruh wa lahdi suruh masuk no ponsel lahpadahal masuk akun googleribet bangetvertifikasi pakai nomor ponsel tunggu batal apksampah,-6,Negatif
save nomor orang pakai apk orang aneh ubah nomor tunggu refreshnya banget online pakai wifi kencang menara eifel,1,Positif
getcontact bantu guna android mrngetahui tipu spam tuju ganggu rugi guna android milik getcontact segera download apl,-1,Negatif
tingkat bantu nomor kenal namanomor simpan kontak pakai nama,-1,Negatif
update kemarin iklan dikit dikit iklan cari orang iklan ganggu parah,-5,Negatif
getcontak diinstal verifikasi no gagalmohon jelas min padhaal pakai getcontak banyak apk uninstall download ulah susah masuk,-3,Negatif
aplikasi busuk lapor kali getcontact lampir file kait getcontact komentar negatif respon pakai aplikasi mending uninstal,-1,Negatif
stag verifikasi kali install masak kendala panggil ambil metode pilih panggil aneh percaya apk malas,-5,Negatif
aaaah kompeten aplikasi masuk aplikasi nomor tidah sah registrasi hasil drama ya aplikasi alhasil berat hati unistall aplikasi pada butuh aplikasi,-7,Negatif
apk bantu no orang kenaltapi meng instal apk no telpon no kenal ganggu symemang bagus pas telpon tau no no peniputolong baik apk ya,1,Positif
kecewa butuh fungsi ya perintah itudisuruh login pas login suruh kirim link sapa duli kecewa,1,Positif
habis copot pasang pasang ulang login ulang susah banget kayak capai limit verifikasi hasil,2,Positif
enak sih tau nelpon cuman angkat telpon susah kadang kadang parah pas telpon aplikasi jalan alhasil hapus orang pakai nelpon paksa pakai aplikasi mah,-3,Negatif
bagus sayang fitur orang cari nomor,-1,Negatif
sumpah gue kesel gue daftar pakai agmail gue nomor gue telegram fb masuk woi kemarin kemarin gue login seribet,-2,Negatif
panggil muncul layar panggil muncul gemas banget,-1,Negatif
aplikasi tutup kontak tipu tipu bayar tarif aplikasi hatihati cari kontak aplikasi tutup identitas kontak kontak tipu,-6,Negatif
repot premium ecek saran mending ketimbang wajib premium mending cek nomor tonton iklan get contact hasil ads,-1,Negatif
